location,total_sqft,bath,price,bhk
Haralur Road,1140,2,43,2
Haralur Road,1875,3,110,3
Haralur Road,1092,2,44,2
Haralur Road,2475,4,130,3
Haralur Road,1300,2,73,2
Haralur Road,1194,2,47,2
Haralur Road,1243,2,46,2
Haralur Road,1850,3,110,3
Haralur Road,1225,2,67.38,2
Haralur Road,1243,2,46,2
Haralur Road,3400,5,240,4
Haralur Road,1464,2,56,2
Haralur Road,1230,2,78,2
Haralur Road,1000,2,44,2
Haralur Road,3185,2,175,4
Haralur Road,1300,2,79,2
Haralur Road,1444,2,80,3
Haralur Road,1088,2,68,2
Haralur Road,1027,2,44,2
Haralur Road,1464,3,56,3
Haralur Road,1225,2,70,2
Haralur Road,1464,3,56,3
Haralur Road,1194,2,46,2
Haralur Road,1830,3,101,3
Haralur Road,1810,3,126,3
Haralur Road,1464,2,56,2
Haralur Road,1520,2,96,3
Haralur Road,1300,2,75,2
Haralur Road,2017,2,125,3
Haralur Road,1243,2,46,2
Haralur Road,1027,2,44,2
Haralur Road,2805,5,160,4
Haralur Road,1243,2,46,2
Haralur Road,1027,2,44,2
Haralur Road,2017,3,105,3
Haralur Road,1243,2,46,2
Haralur Road,1243,2,46,2
Haralur Road,1520,2,90,3
Haralur Road,1300,2,60,2
Haralur Road,1985,3,130,3
Haralur Road,1255,2,90,3
Haralur Road,1056,2,60,2
Haralur Road,1140,2,42,2
Haralur Road,1245,2,62,2
Haralur Road,1140,2,58,2
Haralur Road,1140,2,42,2
Haralur Road,1027,2,43,2
Haralur Road,1194,2,47,2
Haralur Road,1194,2,47,2
Haralur Road,1560,3,90,3
Haralur Road,1520,2,85,3
Haralur Road,1243,2,45,2
Haralur Road,1027,2,44,2
Haralur Road,1194,2,46,2
Haralur Road,1650,3,100,3
Haralur Road,1580,3,73,3
Haralur Road,1243,2,46,2
Haralur Road,1194,2,47,2
Haralur Road,2805,4,154,4
Haralur Road,1520,2,96,3
Haralur Road,1510,3,83.05,3
Haralur Road,1056,2,65,2
Haralur Road,1810,3,100,3
Haralur Road,1243,2,46,2
Haralur Road,575,1,38,1
Haralur Road,1194,2,46,2
Haralur Road,1243,2,46,2
Haralur Road,1194,2,46,2
Haralur Road,1140,2,43,2
Haralur Road,1850,3,120,3
Haralur Road,1194,2,47,2
Haralur Road,1194,2,47,2
Haralur Road,1464,3,56,3
Haralur Road,1243,2,46,2
Haralur Road,1710,3,85,3
Haralur Road,1730,3,95,3
Haralur Road,1243,2,46,2
Haralur Road,1243,2,46,2
Haralur Road,1243,2,46,2
Haralur Road,1817,3,110,3
Haralur Road,1225,2,77,2
Haralur Road,1285,2,78,2
Haralur Road,1225,2,67.48,2
Haralur Road,1225,2,69.84,2
Haralur Road,1200,2,46,2
Haralur Road,1315,2,85,2
Haralur Road,1976,3,92,3
Haralur Road,1300,2,75,2
Haralur Road,1309,2,82,2
Haralur Road,1027,1,44,2
Haralur Road,1243,2,46,2
Haralur Road,1243,2,46,2
Haralur Road,1140,2,43,2
Haralur Road,1300,2,75,2
Haralur Road,1243,2,46,2
Haralur Road,1890,3,84,3
Haralur Road,1230,2,67.65,2
Haralur Road,1194,2,46,2
Haralur Road,1092,2,44,2
Haralur Road,1464,3,56,3
Haralur Road,1255,3,90,3
Haralur Road,1735,3,97,3
Haralur Road,1810,3,97.83,3
Haralur Road,1200,2,46,2
Haralur Road,1243,2,46,2
Haralur Road,1810,3,112,3
Harlur,1508,2,77,2
Harlur,1752.12,3,135,3
Harlur,2450,3,120,3
Harlur,1460,3,73,3
Harlur,1709,3,150,3
Harlur,1174,2,69,2
Harlur,1033,2,49,2
Harlur,1197,2,84,2
Harlur,1757,3,132,3
Harlur,1174,2,76,2
Harlur,1754,3,125,3
Harlur,1290,2,85,2
Harlur,1752.12,3,116,3
Harlur,1754,3,135,3
Harlur,1754,3,124,3
Harlur,1152,2,69,2
Harlur,1290,2,87,2
Harlur,1749,3,115,3
Harlur,3385,4,260,4
Harlur,2240,5,155,3
Harlur,1758,3,133,3
Harlur,1884,4,120,4
Harlur,1197,2,79,2
Harlur,1174,2,78,2
Harlur,1730,3,100,3
Harlur,2138,3,110,3
Harlur,1200,2,52,2
Harlur,1197,2,79,2
Harlur,1749,3,112,3
Harlur,1174,2,75,2
Harlur,1750,3,136,3
Harlur,1620,3,110,3
Harlur,1414,3,77.5,3
Harlur,1630,3,95.1,3
Harlur,1762,3,133,3
Harlur,1756,3,131,3
Harlur,1755,3,130,3
Harlur,1864,3,140,3
Harlur,1331,2,88,2
Harlur,1752.12,3,133,3
Harlur,1133,2,55,2
Harlur,1756,3,128,3
Harlur,1749,3,120,3
Harlur,1197,2,82,2
Harlur,1303,2,90,2
Harlur,1754,3,132,3
Harlur,1174,2,75,2
Harlur,1756,3,134,3
Harlur,1197,2,78,2
Harlur,1290,2,89.9,2
Harlur,1386,2,85,2
Harlur,1174,2,74,2
Harlur,1174,2,78,2
Harlur,1710,3,85,3
Harlur,1755,3,115,3
Harlur,2820,4,153.5,4
Harlur,2569,4,175,4
Harlur,1710,3,85,3
Harlur,1197,2,77,2
Harlur,1752.12,3,125,3
Harlur,2569,5,180,4
Harlur,1225,2,56,2
Harlur,1197,2,76,2
Harlur,2137,3,110,3
Harlur,1197,2,75,2
Harlur,1755,3,117,3
Harlur,1197,2,79.9,2
Harlur,936,2,45,2
Harlur,2990,4,225,4
Harlur,1370,2,88,2
Harlur,1335,2,72.76,2
Hebbal,1760,2,123,3
Hebbal,5611.5,4,477,4
Hebbal,1900,3,119,3
Hebbal,1349,2,98.2,2
Hebbal,2483,5,212,4
Hebbal,1760,2,130,3
Hebbal,3450,5,260,3
Hebbal,1920,3,134,3
Hebbal,1337,2,82,2
Hebbal,1349,2,98,2
Hebbal,1255,2,77.68,3
Hebbal,1355,3,83.87,3
Hebbal,1790,3,127,3
Hebbal,687.325,2,42.72,2
Hebbal,2790,5,198,4
Hebbal,1985,4,189,3
Hebbal,2483,5,215,4
Hebbal,1080,2,54,2
Hebbal,812,2,55,2
Hebbal,2790,4,198,4
Hebbal,3067,4,230,4
Hebbal,2526,2,250,3
Hebbal,3067,4,230,4
Hebbal,1255,2,77.68,3
Hebbal,823,2,50.63,2
Hebbal,1420,2,123,2
Hebbal,1069,3,65.4,3
Hebbal,1420,2,99.39,2
Hebbal,4235,4,365,4
Hebbal,1700,3,124,3
Hebbal,3960,5,386,4
Hebbal,1420,2,99.39,2
Hebbal,1355,3,83.87,3
Hebbal,1440,2,115,2
Hebbal,1100,2,54,2
Hebbal,1355,3,83.87,3
Hebbal,2400,4,180,3
Hebbal,1255,2,77.68,3
Hebbal,1420,2,107,2
Hebbal,1320,2,92,2
Hebbal,919,2,49,2
Hebbal,1645,3,135,3
Hebbal,2080,3,175,3
Hebbal,1355,3,83.87,3
Hebbal,2483,5,230,4
Hebbal,2600,3,195,3
Hebbal,1645,3,117,3
Hebbal,1251,2,88.73,2
Hebbal,1645,3,121,3
Hebbal,1760,3,123,3
Hebbal,2790,4,198,4
Hebbal,3960,5,386,4
Hebbal,1645,3,120,3
Hebbal,1255,2,90,3
Hebbal,1645,3,117,3
Hebbal,1255,3,77.68,3
Hebbal,1586,3,90,3
Hebbal,1636,3,119,3
Hebbal,2661,2,226.5,3
Hebbal,1255,2,95,3
Hebbal,2790,4,198,4
Hebbal,1269,2,73,3
Hebbal,1255,2,95,3
Hebbal,1088,2,61.45,2
Hebbal,1349,2,97.8,2
Hebbal,1255,3,77.68,3
Hebbal,1344,2,108,2
Hebbal,1255,2,90,3
Hebbal,1255,3,77.68,3
Hebbal,1138,2,110,2
Hebbal,2790,5,204,4
Hebbal,1088,2,62,2
Hebbal,1987,4,165,3
Hebbal,2790,5,198,4
Hebbal,1299,2,100,2
Hebbal,1200,2,60,2
Hebbal,1645,3,117,3
Hebbal,1390,2,95,2
Hebbal,1333,2,100,2
Hebbal,1355,3,83.87,3
Hebbal,2650,4,199,3
Hebbal,1800,3,140,3
Hebbal,1860,3,95,3
Hebbal,2470,4,203,4
Hebbal,1255,2,95,3
Hebbal,1333,2,104,2
Hebbal,1645,3,117,3
Hebbal,2600,3,199,3
Hebbal,1345,2,97,2
Hebbal,1110,3,59,3
Hebbal,985,2,62,2
Hebbal,1320,2,91,2
Hebbal,2388,3,195,3
Hebbal,1040,2,55,2
Hebbal,1315,3,65,3
Hebbal,2600,3,195,3
Hebbal,2630,5,188,4
Hebbal,2790,5,198,4
Hebbal,1645,3,113,3
Hebbal,1355,3,83.87,3
Hebbal,1420,2,99.39,2
Hebbal,1590,3,96,3
Hebbal,3520,5,320,3
Hebbal,1162,2,69,2
Hebbal,1100,2,60,2
Hebbal,4235,5,364,4
Hebbal,1299,2,97,2
Hebbal,1255,3,77.68,3
Hebbal,2470,5,192,4
Hebbal,1645,3,117,3
Hebbal,1920,3,134,3
Hebbal,3520,5,240,3
Hebbal,1920,3,150,3
Hebbal,2375,4,189,4
Hebbal,1420,2,99.26,2
Hebbal,1252,2,92,2
Hebbal,2790,4,198,4
Hebbal,1162,2,59,2
Hebbal,1294,2,115,2
Hebbal,4225,6,359,4
Hebbal,1150,2,57,2
Hebbal,1740,2,137,3
Hebbal,1430,3,85,3
Hebbal,1662,3,155,3
Hebbal,2250,3,219,3
Hebbal,1349,2,98,2
Hebbal,4000,6,370,4
Hebbal,1349,2,96.8,2
Hebbal Kempapura,1700,3,155,3
Hebbal Kempapura,1800,3,175,3
Hebbal Kempapura,2900,4,300,3
Hebbal Kempapura,3522,3,380,3
Hebbal Kempapura,2280,5,200,5
Hebbal Kempapura,1200,2,125,2
Hebbal Kempapura,2900,4,240,3
Hebbal Kempapura,3900,5,360,4
Hebbal Kempapura,1300,2,102,2
Hebbal Kempapura,1466,2,140,3
Hebbal Kempapura,3900,5,310,4
Hebbal Kempapura,1725,2,165,3
Hebbal Kempapura,1200,3,125,3
Hebbal Kempapura,3408,3,260,3
Hebbal Kempapura,1485,3,132,2
Hebbal Kempapura,1400,2,108,2
Hebbal Kempapura,1800,3,150,3
Hebbal Kempapura,2400,5,200,5
Hebbal Kempapura,2800,5,220,5
Hebbal Kempapura,1785,3,165,3
Hebbal Kempapura,3729,4,384,4
Hebbal Kempapura,1600,3,170,3
Hebbal Kempapura,1730,3,175,3
Hebbal Kempapura,2485,4,198,4
Hegde Nagar,1569,3,101,3
Hegde Nagar,3000,7,210,6
Hegde Nagar,2026,3,132,3
Hegde Nagar,1801,3,115,3
Hegde Nagar,1050,1,56,2
Hegde Nagar,1341,2,97,2
Hegde Nagar,2112.95,4,145,3
Hegde Nagar,1200,4,83,4
Hegde Nagar,1703,3,113,3
Hegde Nagar,1570,3,105,3
Hegde Nagar,1801,3,140,3
Hegde Nagar,1584.01,3,103,3
Hegde Nagar,1965,4,125,3
Hegde Nagar,1200,2,75,2
Hegde Nagar,1847,3,135,3
Hegde Nagar,1965,4,132,3
Hegde Nagar,1703,3,125,3
Hegde Nagar,1847,3,125,3
Hegde Nagar,2144.6,4,145,3
Hegde Nagar,1718,3,119,3
Hegde Nagar,1847,3,123,3
Hegde Nagar,1340,2,72,2
Hegde Nagar,2087.01,3,115,3
Hegde Nagar,1703,3,130,3
Hegde Nagar,2087.01,4,135,3
Hegde Nagar,1718,3,130,3
Hegde Nagar,1884,4,118,3
Hegde Nagar,1930,4,122,3
Hegde Nagar,1584.01,3,104,3
Hegde Nagar,1168,2,68,3
Hegde Nagar,2162.03,4,129,3
Hegde Nagar,2087.01,4,160,3
Hegde Nagar,1000,2,66,2
Hegde Nagar,1348,2,80.5,3
Hennur,1075,2,52,2
Hennur,1255,2,52.32,2
Hennur,1225,2,57,2
Hennur,1255,2,57.5,2
Hennur,1259,2,57,2
Hennur,1255,2,53.5,2
Hennur,1285,2,60,2
Hennur,1285,2,60,2
Hennur,1100,2,60,2
Hennur,1231,2,48,2
Hennur,1255,2,58,2
Hennur,1040,2,42.12,2
Hennur,1255,2,54.5,2
Hennur,1041,2,40.6,2
Hennur,1340,3,54.24,3
Hennur,1255,2,55.5,2
Hennur,1260,2,52,3
Hennur,1231,2,50,2
Hennur,2500,5,125,5
Hennur,1160,2,49,2
Hennur,2400,3,135,3
Hennur,1255,2,53.5,2
Hennur,1255,2,55.5,2
Hennur,1100,2,44.55,2
Hennur,1255,2,57.5,2
Hennur,960,2,48,2
Hennur,1020,2,48,2
Hennur,1255,2,52.32,2
Hennur,1295,2,64,2
Hennur,1935,3,102,3
Hennur,1655,2,70.5,3
Hennur,1345,2,69,3
Hennur,1255,2,58,2
Hennur,1420,2,62,2
Hennur,1155,2,54.5,2
Hennur,1255,2,52.32,2
Hennur,1255,2,52.35,2
Hennur,3517,2,161.5,4
Hennur,1340,2,54.27,3
Hennur,1255,2,54.5,2
Hennur,1830,2,113,3
Hennur,1830.5,3,84.205,3
Hennur,1255,2,55.5,2
Hennur,1255,2,53.57,2
Hennur,1255,2,56.5,2
Hennur,1050,2,42.73,2
Hennur,1295,2,62,2
Hennur Road,2089,3,140,3
Hennur Road,3203.5,2,224.5,4
Hennur Road,5000,8,250,8
Hennur Road,1385,2,83.09,2
Hennur Road,1317.5,2,63.77,2
Hennur Road,1500,2,62,3
Hennur Road,2264,3,159,3
Hennur Road,1157,2,84,2
Hennur Road,1904,3,120,3
Hennur Road,1891,3,109,3
Hennur Road,1561,3,95,3
Hennur Road,1192,2,60,3
Hennur Road,2060,3,149,3
Hennur Road,1482,2,92,3
Hennur Road,1232,2,89,2
Hennur Road,1065,2,42.6,2
Hennur Road,1482,2,83.73,3
Hennur Road,1482,2,87,3
Hennur Road,1891,3,139,3
Hennur Road,1703,3,101,3
Hennur Road,1232,2,69.61,2
Hennur Road,987,2,49,2
Hennur Road,1804,3,102,3
Hennur Road,2160,3,160,3
Hennur Road,1186,2,63,3
Hennur Road,1680,3,99.27,3
Hennur Road,1065,2,42.6,2
Hennur Road,1385,2,83.09,2
Hennur Road,1186,2,56,3
Hennur Road,2350,3,174,3
Hennur Road,1586,3,93.94,3
Hennur Road,1975,3,123,3
Hennur Road,1664,2,93.865,3
Hennur Road,1290,2,94.5,3
Hennur Road,901,2,49.5,2
Hennur Road,1445,3,86.56,3
Hennur Road,1482,2,97,3
Hennur Road,1182,2,82.5,2
Hennur Road,1192,2,62,3
Hennur Road,1036,2,59.46,2
Hennur Road,1891,3,109,3
Hennur Road,1232,2,69.61,2
Hennur Road,1804,3,102,3
Hennur Road,2320,3,170,3
Hennur Road,1936,3,118,3
Hennur Road,1480,2,65,2
Hennur Road,1590,3,96.5,3
Hennur Road,1445,2,105,3
Hennur Road,1036,2,59.45,2
Hennur Road,1832,3,125,3
Hennur Road,1359,2,104,2
Hennur Road,1341,2,75.76,2
Hennur Road,1040,2,50,2
Hennur Road,1685,3,95,3
Hennur Road,1414,2,84.18,2
Hennur Road,1949,3,133,3
Hennur Road,1232,2,89,2
Hennur Road,1250,2,77.88,3
Hennur Road,2502,4,180,4
Hennur Road,1831,3,110,3
Hennur Road,1232,2,87,2
Hennur Road,1232,2,74,2
Hennur Road,1232,2,66,2
Hennur Road,1341,2,95,2
Hennur Road,2700,3,150,3
Hennur Road,1232,2,88,2
Hennur Road,2365,4,175,3
Hennur Road,1310,2,66,2
Hennur Road,1552,3,75,3
Hennur Road,1015,2,50,2
Hennur Road,1186,2,55.33,3
Hennur Road,2264,3,168,3
Hennur Road,2002,3,120,3
Hennur Road,1232,2,69.6,2
Hennur Road,1195,2,73,2
Hennur Road,1020,2,47,2
Hennur Road,5100,6,375,5
Hennur Road,1061,2,54.92,2
Hennur Road,1585,2,80,3
Hennur Road,1020,2,45,2
Hennur Road,2041,3,128,3
Hennur Road,1232,2,87,2
Hennur Road,1066,2,52.23,2
Hennur Road,973,2,56,2
Hennur Road,1255,2,84,2
Hennur Road,1232,2,83,2
Hennur Road,1832,3,116,3
Hennur Road,2050,3,120,3
Hennur Road,1445,2,86.69,3
Hennur Road,1445,2,83,3
Hennur Road,1679,3,94.86,3
Hennur Road,1482,2,68.9,3
Hennur Road,1654,3,97.8,3
Hennur Road,1480,3,100,3
Hennur Road,1450,3,88.6,3
Hennur Road,1155,2,69.18,2
Hennur Road,1053,2,53,2
Hennur Road,1195,2,59,2
Hennur Road,1904,3,129,3
Hennur Road,1981,3,134,3
Hennur Road,1155,2,69.18,2
Hennur Road,2000,4,90,4
Hennur Road,1590,3,105,3
Hennur Road,2041,3,138,3
Hennur Road,1100,2,78,3
Hennur Road,1880,4,154,4
Hennur Road,1232,2,69.61,2
Hennur Road,1748,3,103,3
Hennur Road,1460,2,80.3,2
Hennur Road,1570,3,75.99,3
Hennur Road,1933,3,140,3
Hennur Road,1030,2,46.5,2
Hennur Road,1232,2,69.61,2
Hennur Road,1450,3,79,3
Hennur Road,1445,2,89.56,3
Hennur Road,973,2,50.74,2
Hennur Road,1482,2,83.73,3
Hennur Road,1305,2,77,3
Hennur Road,1672,3,86,3
Hennur Road,1165,2,67,2
Hennur Road,980,2,51,2
Hennur Road,1232,2,80,2
Hennur Road,1085,2,43.4,2
Hennur Road,950,2,55,2
Hennur Road,1140,2,56,2
Hennur Road,1891,3,110,3
Hennur Road,1735,3,78,3
Hennur Road,1470,2,75,3
Hennur Road,1165,2,52,2
Hennur Road,1450,2,80,2
Hennur Road,1155,2,69.18,2
Hennur Road,1936,3,131,3
Hoodi,985,2,67,2
Hoodi,1715,2,95,3
Hoodi,2118,4,111,4
Hoodi,1425,2,80,2
Hoodi,1420,2,75,2
Hoodi,1639,3,110,3
Hoodi,1606,3,89.55,3
Hoodi,1639,3,98.32,3
Hoodi,2090,4,95.1,4
Hoodi,2863,4,140,4
Hoodi,1512,3,75.77,3
Hoodi,1026,2,60.87,2
Hoodi,1050,2,50,2
Hoodi,1400,2,78,2
Hoodi,2400,5,160,5
Hoodi,1196,2,71.74,2
Hoodi,1553,3,83.09,3
Hoodi,1500,2,84,2
Hoodi,1055,2,57.63,2
Hoodi,1925,2,114,3
Hoodi,1400,2,82,2
Hoodi,1746,3,84.95,3
Hoodi,706,1,48.24,1
Hoodi,1257,2,69,2
Hoodi,1132,2,67.9,2
Hoodi,1925,3,110,3
Hoodi,1769,3,96.87,3
Hoodi,1257,2,71.03,2
Hoodi,1305,2,75,2
Hoodi,1490,3,79,3
Hoodi,1240,2,65,2
Hoodi,1370,3,67,3
Hoodi,1108,2,74.23,2
Hoodi,1257,2,68.5,2
Hoodi,1000,2,48,2
Hoodi,1063,2,61.17,2
Hoodi,1259,2,69.45,2
Hoodi,711,1,42.65,1
Hoodi,1559,3,81.55,3
Hoodi,863,1,40.55,1
Hoodi,1715,2,100,3
Hoodi,1350,3,70,3
Hoodi,1447,3,76,2
Hoodi,2144,3,140,3
Hoodi,1108,2,66.46,2
Hoodi,1400,3,74,3
Hoodi,1837,3,110,3
Hoodi,3385,4,220,4
Hoodi,1644,3,80.51,3
Hoodi,1181,2,55,2
Hoodi,1490,3,85,3
Hoodi,1258.5,2,59.135,2
Horamavu Agara,1200,2,45,2
Horamavu Agara,1560,3,75,3
Horamavu Agara,755,2,37.49,2
Horamavu Agara,982,2,47.65,2
Horamavu Agara,1650,2,75,3
Horamavu Agara,950,2,39,2
Horamavu Agara,1756,3,92,3
Horamavu Agara,1106,2,43.09,2
Horamavu Agara,1079,2,41,2
Horamavu Agara,1265,2,65,3
Horamavu Agara,1060,2,37,2
Horamavu Agara,1107.83,2,41.51,2
Horamavu Agara,980,2,38.19,2
Horamavu Agara,1250,3,65,3
Horamavu Agara,1145,2,41.21,2
Horamavu Agara,2400,3,80,5
Horamavu Agara,1000,2,46,2
Horamavu Agara,760,2,37.49,2
Horamavu Agara,1150,2,42,2
Horamavu Agara,1364,2,50,3
Horamavu Agara,750,2,37.49,2
Horamavu Agara,625,1,27,1
Horamavu Agara,1080,2,38,2
Horamavu Agara,994,2,42.28,2
Horamavu Agara,1107.83,2,41.51,2
Horamavu Agara,1300,2,52,3
Horamavu Agara,1090,2,46,2
Horamavu Agara,1400,3,63,3
Horamavu Agara,1557,3,70,3
Horamavu Agara,1058,2,47,2
Horamavu Banaswadi,1554,3,55,3
Horamavu Banaswadi,1611,3,66,3
Horamavu Banaswadi,1460,2,80.5,2
Horamavu Banaswadi,1156,2,46,2
Horamavu Banaswadi,1180,2,58,2
Horamavu Banaswadi,1307,2,51.6,2
Horamavu Banaswadi,3800,8,200,6
Horamavu Banaswadi,1357,2,54,2
Horamavu Banaswadi,925,2,38,2
Horamavu Banaswadi,1272,2,48,2
Horamavu Banaswadi,1225,2,49.5,2
Horamavu Banaswadi,1272,2,51.5,2
Horamavu Banaswadi,1272,2,51.5,2
Horamavu Banaswadi,1156,2,46.9,2
Horamavu Banaswadi,1200,2,45,2
Horamavu Banaswadi,1254,2,47,2
Horamavu Banaswadi,1610,3,68,3
Horamavu Banaswadi,1210,2,50,2
Horamavu Banaswadi,1357,2,54,2
Horamavu Banaswadi,1272,2,50,2
Horamavu Banaswadi,1200,2,45,2
Horamavu Banaswadi,1025,2,45,2
Horamavu Banaswadi,1081,2,52,2
Horamavu Banaswadi,1000,2,50,2
Hormavu,1500,2,78,2
Hormavu,1150,2,55,2
Hormavu,2100,3,73,3
Hormavu,1180,2,50,2
Hormavu,1200,2,67,2
Hormavu,1200,3,70,2
Hormavu,1175,2,52,2
Hormavu,1351,2,53,1
Hormavu,1141,2,44.4,2
Hormavu,1130,2,42.3,2
Hormavu,1500,3,70,3
Hormavu,1725,3,85,3
Hormavu,1153,2,65,2
Hormavu,1150,2,53.11,2
Hormavu,1123,2,56,2
Hormavu,1385,2,69,3
Hormavu,1617.5,3,73.595,3
Hormavu,1030,2,49.35,2
Hormavu,1018,2,50.8,2
Hormavu,1555,3,75,3
Hormavu,1143,2,53,2
Hormavu,1100,2,38,2
Hormavu,1000,2,50,2
Hormavu,1200,2,68,2
Hormavu,1553,2,58.23,3
Hormavu,1200,2,68,2
Hormavu,765,2,37.49,2
Hormavu,1420,3,58,3
Hormavu,1081.5,2,38.665,2
Hormavu,1250,2,60,2
Hormavu,965,2,37.15,2
Hormavu,583,1,28.275,1
Hormavu,1129,2,44,2
Hormavu,1385,2,69.25,3
Hormavu,1165,2,40,2
Hormavu,1065,2,50.92,2
Hormavu,1046,2,60,2
Hormavu,1400,2,75,2
Hormavu,1365,2,65,3
Hormavu,1196,2,44.8,2
Hormavu,1263,2,47.36,2
Hormavu,1015,2,39.08,2
Hormavu,1550,2,60,3
Hormavu,1200,2,73,2
Hormavu,1250,2,65,2
Hormavu,1604,3,68,3
Hormavu,1075,2,53.7,2
Hormavu,980,2,42,2
Hormavu,1075,2,53.7,2
Hormavu,2282,4,115,4
Hormavu,1206,2,55,2
Hormavu,1310,2,67,2
Hormavu,1310,2,60,2
Hormavu,1020,2,45.75,2
Hormavu,1210,2,69,2
Hosa Road,1652,3,85,3
Hosa Road,1639,3,80,3
Hosa Road,1161,2,55.15,2
Hosa Road,1726,3,81.99,3
Hosa Road,1161,2,55.15,2
Hosa Road,1365,2,92,2
Hosa Road,1243,2,48.5,2
Hosa Road,1541,3,69.84,3
Hosa Road,1332,2,86.12,3
Hosa Road,615,1,28.29,1
Hosa Road,1318,2,85.28,3
Hosa Road,1133,2,52,2
Hosa Road,1016,2,40,2
Hosa Road,972,2,40,2
Hosa Road,1161,2,55.15,2
Hosa Road,1532,3,98.13,3
Hosa Road,1680,3,101,3
Hosa Road,880,2,50,2
Hosa Road,1533,3,98.18,3
Hosa Road,1040,2,68.59,2
Hosa Road,1040,2,61,2
Hosa Road,2500,3,100,3
Hosa Road,1245,2,62,2
Hosa Road,1311,2,84.86,3
Hosa Road,800,1,39.99,1
Hosa Road,1726,3,81.99,3
Hosa Road,1364,2,64.79,2
Hosa Road,1016,2,45,2
Hosa Road,1730,3,72.6,3
Hosa Road,1360,2,77.61,2
Hosa Road,1170,2,65,2
Hosa Road,1161,2,55.15,2
Hosa Road,1470,2,84.22,3
Hosa Road,1708,3,64.05,4
Hosa Road,1161,2,48.75,2
Hosa Road,1541,3,69.61,3
Hosa Road,1016,2,39.95,2
Hosakerehalli,2378,3,262,3
Hosakerehalli,2376,3,203,3
Hosakerehalli,3205,5,380,4
Hosakerehalli,3024,5,248,4
Hosakerehalli,3024,5,350,4
Hosakerehalli,2400,5,250,5
Hosakerehalli,1817,4,153,3
Hosakerehalli,1304,2,100,2
Hosakerehalli,2480,3,245,3
Hosakerehalli,925,2,46.5,2
Hosakerehalli,2480,4,260,3
Hosakerehalli,1596,3,79.8,3
Hosakerehalli,1200,2,100,3
Hosakerehalli,3205,4,300,4
Hosakerehalli,3033,4,326,4
Hosakerehalli,600,2,65,2
Hosakerehalli,2480,4,265,3
Hosakerehalli,925,2,46.25,2
Hosakerehalli,2376,3,240,3
Hosakerehalli,1500,6,145,5
Hoskote,1250,3,50,3
Hoskote,1225,3,40,3
Hoskote,1740,3,60,3
Hoskote,1170,2,45,2
Hoskote,1250,3,29,3
Hoskote,1200,3,57,3
Hoskote,1069,2,38,3
Hoskote,1095,2,33.6,2
Hoskote,1695,3,50,3
Hoskote,1065,2,31.5,2
Hoskote,1395,2,63,3
Hoskote,1065,2,28.5,2
Hoskote,945,2,35,2
Hoskote,1003.5,2,28.095,2
Hoskote,1065,2,33.75,2
Hoskote,509,1,23,1
Hosur Road,1656,2,120,2
Hosur Road,1194,2,69,2
Hosur Road,1175,2,48,3
Hosur Road,1145,2,60,3
Hosur Road,3300,5,240,5
Hosur Road,1510,2,105,3
Hosur Road,1427,2,80.63,3
Hosur Road,1508,2,110,3
Hosur Road,460,1,21,1
Hosur Road,1733,2,85,3
Hosur Road,1179,2,49,2
Hosur Road,950,2,60,2
Hosur Road,1194,2,71.64,2
Hosur Road,1766,3,130,3
Hosur Road,1689,3,103,3
Hosur Road,3600,5,180,5
Hosur Road,1170,2,48,2
Hosur Road,1250,2,55,2
Hosur Road,1689,3,103,3
Hosur Road,3000,4,160,4
Hosur Road,2000,4,130,4
Hosur Road,1250,2,65,2
Hosur Road,1689,3,103,3
Hosur Road,1250,2,50,3
Hosur Road,1685,3,90,3
Hosur Road,1223,2,93,2
Hosur Road,1464,3,56,3
Hosur Road,1919,3,117,3
Hulimavu,1125,2,50,2
Hulimavu,1242,2,51,2
Hulimavu,1650,3,78,3
Hulimavu,1823,3,100,3
Hulimavu,1300,2,36,2
Hulimavu,1080,2,43.2,2
Hulimavu,1100,2,71.5,2
Hulimavu,1758,3,65,3
Hulimavu,688,1,50,1
Hulimavu,1255,2,73,2
Hulimavu,1200,4,75,4
Hulimavu,1058,2,48,2
Hulimavu,1375,2,80,2
Hulimavu,1248,2,69,2
Hulimavu,1818,3,135,3
Hulimavu,1225,2,55,2
Hulimavu,1255,2,74,2
Hulimavu,1175,2,45,2
Hulimavu,1255,2,69,2
Hulimavu,1255,2,66,2
Hulimavu,3035,5,271,3
Hulimavu,3035,5,220,3
Hulimavu,1127,2,65,2
Hulimavu,1200,2,50,2
Hulimavu,1450,3,72,3
Hulimavu,1200,2,75,2
Hulimavu,1430,2,90,3
Hulimavu,850,1,39.5,2
Hulimavu,1000,2,45,2
Hulimavu,1320,2,59,3
Hulimavu,2000,4,100,4
Hulimavu,3560,5,318,4
Hulimavu,1011,2,38,2
Hulimavu,1276,2,76,2
Hulimavu,1500,2,90,2
Hulimavu,1315,2,60.48,2
Hulimavu,1021,2,76,2
Hulimavu,581,1,29,1
Hulimavu,935,2,45,2
Hulimavu,1050,2,125,2
Hulimavu,1320,2,65,3
Hulimavu,1200,4,75,4
Hulimavu,1260,2,82,3
Hulimavu,450,1,20,1
Hulimavu,1231,2,84.5,2
Hulimavu,1916,2,150,3
Hulimavu,1115,2,44.6,2
ISRO Layout,4400,6,250,6
ISRO Layout,1000,2,60,2
ISRO Layout,1180,2,52,2
